Clicks,Revenue_Generated
3106,45452.1
1092,18678.78
1048,45713.05
4985,36125.25
3139,23785.98
4592,55642.11
2894,2764.06
2202,44759.27
3947,95259.48
3084,35543.44
3201,97623.59
3199,45593.27
40,40811.92
4310,96196.14
2971,68783.79
3702,40783.32
4545,48674.79
606,2740.7
1516,86314.74
2896,9258.21
2266,86400.27
3348,39469.82
1346,94673.61
3553,49124.76
2371,47770.34
2200,49436.43
1695,90675.32
1778,61973.94
646,19465.75
4856,14182.68
1970,62297.33
579,24635.65
1168,48013.16
3548,51020.82
216,6835.29
3876,61558.1
4251,82543.86
2514,21060.67
4524,89374.19
3215,52843.28
2327,39318.26
4014,29680.71
4410,9122.49
2596,85438.82
4186,41048.27
300,26053.6
2431,72529.3
2939,48532.52
3426,73044.82
1724,90171.1
4050,85020.12
3180,53605.4
3204,80885.12
4995,2400.43
1136,27512.95
4619,77351.01
2946,60442.87
1841,4318.18
1745,33778.39
3071,18323.74
4595,78488.12
4815,69408.88
2909,85363.83
2401,14429.41
1725,70796.77
2642,48277.65
2895,81731.47
1700,39869.32
1023,97112.4
3572,54245.16
3269,66995.39
3201,46511.98
4419,9837.52
275,17723.89
1578,12006.52
3279,14234.49
576,20254.24
3645,39854.65
2543,5024.77
238,91239.46
4351,17316.36
2764,97204.38
2568,81023.92
867,55847.43
260,27599.14
1138,47491.83
3473,97684.65
3643,78288.43
1687,50399.58
966,31952.25
1065,91618.88
2112,68240.52
2602,31706.73
3799,35681.11
2492,42553.96
1685,76708.89
1320,88089.59
1615,9935.58
881,43157.85
2372,6440.66
842,38149.96
1252,96003.89
2130,11169.99
2990,99226.29
3971,49458.03
2774,90182.22
2002,63615.56
72,82330.67
791,51997.03
1074,16741.55
4351,71766.73
2760,88444.11
843,31202.11
3564,80928.72
3535,25414.96
200,5252.19
1188,95007.83
4066,13084.4
2596,31505.47
2559,81170.12
4351,31315.53
388,79024.18
4199,12283.13
1911,61912.09
1109,93782.09
27,55962.04
3610,50891.55
4582,34663.92
3080,62177.47
1251,76828.5
1833,43165.56
2970,67726.25
4839,60314.12
3497,82400.56
1427,11774.26
2113,19224.7
3757,93555.61
2846,43040.96
158,48443.07
3180,74086.75
4216,8593.74
4956,74629.36
2870,62287.93
2742,21056.55
240,53261.66
3574,90494.21
3945,45044.86
4992,35934.57
1187,81097.28
4228,97389.95
1052,82056.48
4172,12215.72
4634,20438.63
2207,25396.67
2661,40436.34
4661,15312.96
4406,92125.72
3447,56470.24
208,86010.01
1466,60321.51
244,13418.48
3050,61750.83
3049,22273.28
4076,69615.28
1248,26448.2
1393,6225.46
1501,37712.35
4496,32358.3
1467,69875.43
851,98977.08
1959,24117.17
217,70416.44
3122,86557.13
3757,15399.47
3042,13029.97
4772,99161.29
4437,79105.54
2819,41909.18
4945,96417.73
1567,87156.77
3742,72380.15
38,21858.42
1383,98095.6
4465,69370.13
3176,76704.99
2984,60654.83
2155,33448.53
4851,68701.68
382,47916.22
2192,34031.61
577,77073.78
702,16649.6
530,18653.77
3004,74057.35
4969,3611.54
1855,71097.38
2347,69278.08
3123,50173.99
4936,61982.68
4124,59146.61
2157,42952.91
3069,39622.57
4531,84715.62
2791,24347.19
4258,29037.8
4452,53208.59
4783,46880.65
62,33385.93
2421,44004.17
1133,63511.49
1415,49947.93
3899,44496.49
1719,82785.71
4901,61312.56
2178,69283.69
2794,65570.72
2499,47565.29
3410,42173.91
957,62960.68
3812,45590.47
2504,40405.78
1045,44813.95
943,45630.69
1521,91991.27
1578,7709.33
2859,46966.67
1850,71373.8
978,16360.66
1057,18403.47
1074,52549.91
1839,60524.1
3066,18817.34
4486,30076.59
1663,58089.39
3803,67812.48
2451,52028.01
3761,1330.59
784,63387.77
320,40112.28
654,51227.05
2803,41744.12
4993,54655.84
2300,61768.88
983,80029.21
602,76542.2
3386,35973.25
904,8763.9
615,67994.24
2502,99623.55
861,12083.42
269,62976.2
3509,76674.4
810,16706.63
1011,24671.62
1849,71486.29
3491,41498.69
1555,96440.62
4939,56318.08
3947,56151.77
3765,73080.69
607,55301.11
1541,4421.71
2354,47263.18
3521,57889.01
3570,41900.8
3907,33643.23
2542,75838.03
1340,88122.67
1807,40775.8
1134,90530.74
1173,19933.24
377,34847.21
2029,12478.05
144,15559.13
1819,97893.39
1341,47193
4577,38952.58
4544,94067.01
593,34225.83
1521,64772.41
4394,89111.56
3057,17231.46
4885,43491.18
1790,2245.39
723,29476.76
2504,48211.72
3866,57992.75
3681,89774.3
1477,78407.85
2717,11114.17
1092,10303.6
4880,80666.66
2015,41737.16
206,66222.43
1393,65132.36
756,73720.74
4087,63967.33
4320,67584.2
4123,58243.12
3463,33847.94
2279,10464.22
1806,53442.64
146,12823.47
4858,49236.77
4755,73918.77
2807,46622.98
2476,53886.65
2521,67349.86
2579,27514.58
1394,78800.86
3251,92641.1
3950,58164.2
3148,53990.59
4410,30245.36
409,63166.25
1080,19604.06
297,99868.86
4417,87877.58
78,8800.26
1987,67616.92
3213,62790.97
2650,20070.77
1355,36668.28
2529,44064.29
1160,70928.32
2911,38539.32
1563,27461.82
1136,30530.16
1716,10362.47
4231,83016.23
2991,6903.77
3556,80831.38
1175,73481.95
1395,95745.13
490,17452.79
2690,67593.65
2813,66363.48
2106,94705.3
2157,15241.06
4685,19912.83
1642,3575.75
3663,4698.33
2529,36245.75
2148,6263.26
2681,72519.24
3671,19315.16
943,26648.18
768,27315
2077,34775.48
4606,57186.98
3106,70689.46
3104,86511.97
3532,55417.76
1461,71288.33
284,17865.65
848,97317.12
2947,95562.22
1185,28540.33
3852,23079.95
1719,42085.71
1579,87229.98
1053,16945.48
2052,34144.99
2338,56974.23
2402,1416.5
2166,73853.3
1597,83472.24
2746,42727.79
1184,83794.56
4719,48859.07
4667,95393.74
3940,47366.12
4113,85581.61
837,30251.55
1019,14062.2
1676,67111.6
4880,13625.99
2842,19324.29
3276,94907.01
3365,13939.38
1196,81847.21
428,16589.19
803,96677.99
2464,83605.09
926,62034.08
2049,10267.73
3267,63584.93
2070,27813.98
1041,4413.86
3419,62742.13
2160,96986.34
4144,6273.97
3923,52150.15
3342,27289.7
4717,38059.18
2776,42240.16
4496,65717.22
2388,27878.11
1173,95749.06
3695,19147.11
2784,75528.25
1604,14474.23
1798,16013.9
1854,67519.94
4122,44241.95
430,5072.11
956,5966.53
2208,22133.4
2619,51352.52
3009,94525.46
3558,40568.76
2427,20983.15
582,59337.82
1892,29076.18
3196,53994.72
3012,2966.11
4702,30963.21
3735,61549.18
2097,78474.62
2407,91642.33
4789,63917.16
4575,37921.18
3498,44043.5
2930,7953.33
4582,52868.69
3309,75296.35
3013,69685.6
2157,82649.29
1531,56582.82
2014,26667.47
1101,34681.94
3796,53424.23
2487,46448.52
953,99980.64
3564,64379.84
2695,48588.91
1413,5190.77
288,91075.56
1211,97902.3
335,51536.73
1368,37827.06
1276,13103.97
1195,63265.02
1861,83911.78
4647,9489.17
4163,98278.76
3228,16210.19
1456,59534.6
3302,2164.53
4972,59142.26
1662,41541.23
4969,8459.53
3660,39010.45
1350,39116.61
4275,77447.03
1644,88795.8
3739,97445.35
4578,51981.42
1913,47112.52
1876,5982
3397,37391.94
463,34611.06
260,47123.3
1459,74086.21
1381,75760.92
703,80416.47
668,27956.51
4565,67190.51
2750,9883
4309,75871.46
1396,17713.95
1600,45703.06
547,69365.17
1919,99115.45
2545,78878.18
21,66338.29
344,32564.88
4567,80364.87
1663,20220.65
4456,42087.6
2016,2243.62
1808,74487.74
1408,57833.21
256,99215.41
3475,84160.42
3062,62649.65
2353,92722.23
2476,48810.68
2628,39455.43
132,25472.15
3562,61552.13
2746,96561.52
2708,33267.83
2143,90387.25
2503,77091.71
4002,29542.51
1841,76200.85
3415,9019.32
3479,55376.64
3803,69827.25
374,74748.11
4133,12117.12
354,12607.41
3335,55836.55
2556,35433.97
1471,36492.83
4918,69180.2
3224,99774.36
3319,24756.11
4525,10584.26
2852,99408.01
1120,94383.72
4070,78496.95
4456,55918.22
3963,19989.41
1107,40051
4910,47839.1
2728,14430.08
467,43137.89
2778,62657.88
1534,93685.15
4827,10227.53
3398,77075.72
1294,87468.24
1427,65303.54
4733,92679.08
4292,56940.17
3566,92076.92
2344,55328.94
4341,86307.65
2309,29978.91
2282,28002.09
4980,27195.77
210,95108.3
501,16983.14
3091,99042.89
699,23677.68
844,81687.01
160,10589.24
222,88926.06
1639,39071.82
4949,12478.14
2221,51020.41
1763,41609.61
4073,8824.17
84,70178.35
1753,3551.99
2594,35977.04
2880,54494.74
4404,96291.44
2608,96589.84
602,11195.73
1538,95888.5
3662,68231.47
1134,96404.63
4634,91989.01
148,77230.77
1263,14252.93
3434,25366.08
971,5696.61
1798,41928.2
3510,91595.31
4651,64052.89
3677,50821.8
1088,66710.83
3011,21536.02
4113,76777.81
2062,35227.1
4631,14961.55
369,29547.98
2560,5037.81
2951,30627.61
3023,58730.85
3154,61683
1115,20830.05
4944,22290.28
2438,66361.69
1581,98087.61
702,95261.93
2438,11748.4
685,97799.32
2421,84707.17
3932,96823.17
1745,39054.11
4877,52510.79
3062,42719.54
4739,10652.77
620,42203.28
981,21009.87
575,24896.26
1686,73309.54
2923,15904.42
3163,92789.38
2713,35437.26
3573,34802.5
4347,65176.51
3736,56204.99
3712,42916.24
1608,28529.53
4412,75861.16
1359,79193.51
4882,90531.23
4603,94148.09
1258,1983.09
4511,84569.47
2889,99109.04
3507,31633.21
245,76234.53
3847,12519.74
4524,53988.19
2268,91209.67
1425,15746.78
3378,18042.47
2028,39531.43
2588,37729.56
1002,79074.14
268,12127.75
3933,41951.94
1052,42052.78
2304,26764.76
564,93097.89
4753,87548.73
1694,43223.5
3447,46895.67
1214,10680.68
4715,47198.93
3332,36974.31
4397,57129.38
4086,98525.49
2056,47557.78
84,95457.54
625,94965.5
441,17499.28
2959,35808.12
3033,21331.22
4716,9703.6
4922,53258.07
2395,27347.71
700,84424.99
4551,94609.45
2091,10851.29
3461,80252.82
4222,17971.82
4073,78301.03
4178,98331.94
4312,84417.12
1427,82029.8
1460,84504.65
2039,79231.74
3709,9285.73
3984,12505.71
2081,96911.41
1675,86306.31
3165,86293.78
2049,13691.91
311,72883.26
3260,91067.01
2333,80977.62
1950,56618.47
2500,17368.33
775,5849.29
3802,43702.88
2532,74296.84
2907,16585.98
4919,10295.02
1573,50522.98
2022,27551.85
566,43361.62
195,84780.18
2685,68734.45
2295,29540.06
3732,28882.97
2007,60727.73
1503,27182.69
3290,31040.83
1011,31987.71
1319,11409.42
2953,60645.41
1950,43713.78
568,20004.79
3030,14998.29
127,72574.82
2349,97064.81
1441,83545.79
1514,15701.36
3257,31082.91
3193,18294.35
2553,61819.47
1009,71167.72
1251,21708.76
2642,19391.2
3484,89292.69
3725,41538.06
611,68187.01
942,12341.68
3258,5641.81
2334,28422.2
681,54111.06
476,23504.32
3571,11492.16
1866,95010.53
3588,15301.28
229,88970.78
3265,71253.16
4214,20180.5
62,34334.36
4693,9290.01
4898,70301.33
2592,31694.17
631,57577.22
2726,19578.25
141,12764.47
4934,19038.36
2752,3922.37
3115,18638.87
3956,28675.14
3291,50028.87
1799,71661.43
610,89409.02
3690,51918.77
1122,18625.11
3196,8525.77
4295,79458.61
2257,86511.03
325,16142.25
2741,62932.35
647,99310.42
4027,53003.53
4170,80106.36
897,49369.76
3898,5997.94
278,80782.97
2807,39057.02
3273,12326.7
3832,12065.83
468,28400.45
236,35023.49
2428,27079.58
1033,40714.96
2467,79012.92
3460,6130.09
4285,78653.32
1241,88494.5
1638,17609.75
413,74741.37
4169,29372.7
956,26581.7
617,39063.47
1571,57254.93
62,87345.56
4482,50504.59
483,9701.67
3281,19298.47
4066,10070.21
4381,36766.86
3165,8888.3
2021,94683.09
267,45893.96
945,91140.84
3566,96381.76
1300,90153.92
2641,22409.39
3082,59463.37
1382,14961.16
4239,72749.88
929,35088.92
3371,73219
2545,17982.52
1755,30529.65
1942,15715.97
2526,66460.35
795,91121.62
2872,88864.01
297,83021.89
1513,35174.37
2472,27472.04
3696,9016.79
3371,32558.96
3568,80974.6
417,25679.95
2021,67592.63
3364,64986.88
3193,50373.36
663,91098.38
4682,54072.52
3592,30868.86
836,64330.88
763,81742.69
1293,7857.35
3562,32192.33
2976,28251.3
3751,13831.32
4030,27358.11
3757,36510.28
1287,83587.28
2521,76774.07
1100,2863.3
3003,56986.58
930,63836.04
3029,38007.6
2319,49661.27
4995,31716.47
4962,85543.54
3513,25957.15
1958,70576.83
2198,43432.33
4862,67158.64
4012,22949.37
1786,37592.65
1190,57431.11
259,39362.72
4419,95474.56
3774,63730.02
2047,6602.8
1098,33892.68
187,26495.11
1884,84259.31
1427,47482.35
4325,67137.4
3171,3648.47
2564,21405.49
2315,18735.82
2719,28214.74
1257,22133.73
1292,94493.49
2558,53822.31
1753,94930.17
1945,13122.7
1944,67639.97
4388,73730.19
1270,18772.31
2183,65818.26
4016,38452.93
3449,2572.86
4333,26324.28
4841,86869.2
3313,16010.83
4551,46552.9
4307,48280.1
4463,81304.48
4664,71606.74
516,40427.29
1982,40545.94
548,63369.79
1860,81490.44
4373,62755.06
4892,4182.1
2146,42002.39
2184,6603.62
4901,58881.64
388,56022.72
626,20018.72
1440,10267.98
2939,25044.15
587,18211.43
4057,46375.32
910,12616.35
548,84694.9
4396,29955.67
1372,16535.4
3625,53870.17
165,92549.75
3491,73113.48
1795,89259.04
4891,8736.87
2682,71615.24
2638,6316.02
1563,57327.83
226,33225.87
643,49592.22
2502,83933.06
4991,57468.42
2162,24840.72
1673,27813.19
3919,91875.14
2497,35117.31
2773,30883.67
4283,69009.64
2973,10414.96
4864,22073.19
944,34595.71
4305,6524.78
4355,90016.27
4588,38246.56
2451,41287.78
1036,32496.64
1379,61465.89
2163,68225.21
3661,11416.06
1204,73467.18
2955,26440.46
2508,35786.84
3400,72089.56
4152,79619
4487,47793.36
374,53788.03
4982,82313.65
2640,89268.58
735,2828.61
151,19428.16
4593,64769.46
2960,57158.76
4047,16058.24
2134,51631.38
1317,10266.61
2801,67002.17
2232,4325.73
375,64307.74
2640,80289.96
4207,41801.62
2370,14459.49
2586,66527.24
1496,37559.41
2745,24725.62
4315,90550.67
4567,21659.53
3616,29682.02
1668,34760.92
4896,85850.9
1168,81158.22
4934,35469.05
254,26248.14
3958,90716.14
17,29790.8
3588,45919.35
4072,98437.96
1952,30710.77
2819,3584.3
3548,71577.81
89,97262.07
175,61531.91
1222,41098.03
2437,18557.58
2482,18662.43
3843,20316.83
1462,43808.04
4007,99455.48
2414,82049.62
3766,23429.31
3180,81044.35
523,9777.89
3084,48563.28
2728,21937.02
4370,73571.54
1439,53622.27
1997,8037.18
3670,53582.07
1767,10344.58
325,70964.45
1429,80618.41
1017,11142.66
4445,94297.16
797,76315.72
623,70770.78
1891,37130.04
3827,55763
242,76774.56
1991,36477.33
90,8657.3
2794,72785.94
1650,27938.63
699,90475.48
2782,66339.4
2931,70364.09
2681,90359.73
952,79188.54
3710,80221.32
2878,12348.16
2951,79729.28
2667,25432.9
4128,58428.37
78,19284.24
3464,82956.36
3585,89494.32
283,50354.18
3182,67091.85
1073,96242.75
743,68651.05
2087,96842.49
3658,97799.19
4538,33901.38
3695,31039.74
4274,91549.1
4759,79935.16
1396,56786.8
3359,48792.28
4969,99261.5
2574,20733.75
3623,56529.86
4667,65248.89
1423,18668.49
730,36983.43
1801,26296.17
735,41156.61
829,40900.15
1393,45725.11
1069,83296.59
1019,42017.78
3784,92536.94
2184,3033.42
2331,35687.92
445,1079.36
3336,10320.97
1085,67275.49
1778,3080.6
4631,28886.49
379,55325.63
2380,8019.51
2389,72599.7
1662,39539.03
1345,3711.79
1792,67746.41
2210,38128.78
4243,29048.77
1053,4672.63
4109,50816.99
3885,5398.82
4183,43407.72
182,4579.19
728,38092.68
3766,40948.3
4343,29719.56
1150,53684.67
2643,31816.51
4160,15064.52
3006,81132.39
4368,76503.23
4610,40727.95
3654,92711.91
1778,62035.75
3694,86439.15
4479,28091.99
4505,33965.36
1616,19893.52
127,87333.42
1111,45525.7
4459,23224.24
1207,53337.98
10,22746.86
4489,67772.5
1195,55514.14
2641,78202.54
689,63722.19
3849,84087.54
1297,96481.09
3099,18717.83
3537,54291.24
877,38725.86
3478,71737.45
820,97138.5
500,18006.71
71,22098.91
583,66394.51
4397,36320.68
1564,17911.07
218,63880.71
4385,92606.99
341,6857.32
2386,23068.47
4911,7509.81
3270,69230.23
542,55704.47
1046,21092.89
3304,69092.87
356,41176.28
3250,65795.15
3104,94276.3
742,12894.17
4650,98398.55
2624,82970.51
2581,80664.02
997,52096.2
3864,27561.02
698,30262.21
721,11844.43
1432,59478.5
13,87800.55
2966,63450.54
3786,73523.7
3232,61268.03
2326,32687.69
1676,51383.01
3285,50912.21
995,6627.05
4558,51070.18
4572,14065.66
2815,69691.37
1307,47882.94
4025,76173.76
1108,65647.13
203,19362.91
873,41035.9
4161,11509.32
3935,48143.89
4293,10065.07
1024,14739.51
692,74856.71
424,51788.93
1266,21382.02
616,51264.34
4052,70509.79
4385,41151.69
2477,31617.85
622,98329.78
3534,37706.14
1017,9092.4
2979,89715.79
1130,41774.29
3170,25187.6
3326,44635.54
4343,59638.05
749,30774.88
1873,45247.09
595,63126.74
2327,33860.4
1462,23693.77
2377,92580.93
952,73399.71
4176,40798.2
1879,83611.78
4139,22905.11
868,72695.06
1943,98918.08
3907,55638.03
2481,88175.01
1796,49975.74
3049,41958.16
507,47791.6
2671,80868.16
2735,32342.52
2371,79560.24
3849,54448.35
1917,73241.15
3271,5994.26
1481,94299.26
1583,86532.1
4917,47247.48
2004,19419.38
4681,98650.4
1647,41080.53
4277,21092.61
4252,63219.03
2854,61363.03
2900,68800.02
2975,45249.52
2472,21141.66
477,71472.47
1834,22519.39
1663,67430.36
2845,27869.21
2094,82381.01
2330,13815.75
3404,32180.29
4379,13817.58
660,61472.9
1451,41030.24
1364,79597.18
4132,31205.96
2025,6160.44
4453,34714.47
1799,59711.84
1498,30059.27
3552,26906.51
46,92918.18
3122,84939.36
1854,21463.83
3199,29815.66
549,76451.25
2210,14679.43
3146,87041.29
4324,24846.76
3865,21268.16
853,81272.84
4360,98113.92
4992,58521.02
2081,42622.71
2095,81289.67
4149,53493.51
590,94617.47
2123,29452.7
1586,34187.83
1508,21931.47
4268,28170.15
949,83435.85
2131,56261.72
2260,95108.84
2619,18993.94
730,99572.48
384,27943.23
911,65732.4
4039,82438.68
844,8596.84
2722,94293.19
2153,17288.99
3307,36076.93
3402,68894.18
2692,40288.82
1490,38198.35
3153,78304.51
2470,43598.74
425,24920.71
3805,41051.42
1392,6898.02
1117,1995.01
1096,48430.48
4125,71348.84
3665,17658.69
4727,61680.08
13,98872.39
1096,92573.05
3237,72301.43
2948,17647.82
326,60707.66
332,58276.25
3901,74157.79
2559,12520.3
1123,7923.86
3665,59263.79
279,53367.65
4869,16343.57
3281,81942.96
2299,49965.22
2752,37139.3
209,9240.35
2177,18615.04
3949,2766.17
3215,69845.04
4323,87625.76
2467,12548.44
4326,44291.32
2979,94237.22
848,44429.13
4299,16293.16
1015,31976.7
932,59985.49
3751,64291.09
470,88910.83
4058,9956.75
666,22139.75
4623,29024.69
3084,93962.12
3666,85743.53
4718,39660.59
3602,27682.97
3499,51835.41
1623,14161
2692,34067.19
1652,29359.11
3043,31632.58
34,21211.73
4316,62685.31
2941,73298.88
1656,71022.29
676,92002.01
3910,37235.35
687,79548
2144,10802.12
1413,49382.04
4221,6064.93
4795,66222.13
1127,10034.75
788,10887.66
1121,41822.84
4924,87232.96
3403,90475.93
4094,56254.96
4910,67665.86
2015,48817.57
4846,96147.63
3333,12079.99
4225,85312.31
317,21609.05
4654,3197.85
4748,21573.72
2775,28311.42
4033,40256.41
1965,63220.33
4547,26945.51
3624,94334.02
3164,52674.09
401,1114.68
1500,79627.69
1764,8361.01
4691,80926.13
2097,73390.17
1909,26984.45
2560,15169.96
1962,24915.59
3739,62894.33
3411,16300.93
4374,31498.45
3297,25059.07
3421,75903.63
4877,69772.47
2328,63599.22
3392,25168.07
868,50527.97
4628,78261.27
3920,11870.11
2628,94073.93
2115,15534.39
2869,47075.71
387,95468.8
3508,50188.37
2209,11958.44
1732,36275.47
356,23373.32
1669,6164.12
3094,16749.66
1499,97238.79
1741,32455.18
4105,83376.41
1372,33336.08
2105,82057.6
1049,66329.85
2264,43075.51
780,87490.21
4172,64376.91
1340,58094.53
2097,8539.58
2926,69245.15
103,10561.72
1000,35739.96
4106,18418.26
217,75351.96
1215,28474.9
4932,82646.72
1631,14402.96
2198,79760.42
4997,41068.46
1265,88355.06
4178,95883.14
4266,47643.3
2892,42055.99
1754,22801.58
3018,28423.41
1337,36746.48
4853,20427.54
2827,34358.44
4344,76116.81
4054,57976.81
2469,52678.3
2592,22813.74
3613,44727.18
1194,24669.53
2652,24776.8
3143,61927.72
949,6507.08
4176,86994.07
338,49781.05
2529,66894.89
2539,51051.37
341,80358.78
2581,37757.24
2393,72810.41
2895,41485.52
847,70668.59
3842,1869.31
3128,11729.06
2889,18644.76
1928,37953.32
956,62314.01
4566,71265.62
860,87713
1987,92752.98
335,61422.41
1650,73810.43
571,81242.72
3237,75846.57
3905,29665.31
193,51412.77
3277,66060.92
1458,19780.2
4041,56212.82
2769,72955.42
2246,95472.08
1817,37118.37
3914,64322.79
671,67636.48
1818,54525.23
3454,43948.14
4990,72253.35
2742,91979.98
4958,36540.46
1932,70056.36
2979,75268.16
2484,6569.73
145,81929.89
3876,18455.08
1232,99109.89
1219,94398.19
84,18455.65
4572,77556.21
4500,39927.14
3631,76760.26
4226,24336.1
461,35114.73
4090,90122.58
160,59965.31
2815,20982.23
4045,26253.22
528,67680.15
3385,37232.73
1756,69673.97
2998,26140.15
474,37826.72
4305,88589.13
2619,83465.85
1681,4570.07
3851,21968.08
3710,48560.26
413,80818.5
1460,91419.48
1168,71041.33
3695,39243.27
3002,19551.43
3622,39439.96
4150,3455.74
4277,77731.02
2924,61189.4
3742,28425.4
4549,19891.42
2852,82611.78
2406,14588.55
1436,96514.66
2450,61562.35
1183,43066.01
2502,59759.25
3198,64133.88
1097,27416.42
2330,35459.71
4473,45023.12
622,39481.74
4327,50836.57
585,27595.7
527,18994.03
1878,58764.42
1265,37311.8
228,8918.76
4706,8534.29
3275,55601.33
3300,24151.67
3315,50671.5
878,95634.02
1006,7620.17
3068,95569.29
4124,5305.54
1963,28600.3
4828,92447.79
1041,90316.39
1813,93362.31
1711,43042.99
1213,1786.78
2206,22458.9
3208,18552.58
854,80473.3
4851,89235.77
4414,56312.45
437,7089.05
4429,99958.93
536,28555.42
4228,31640.31
1178,85776.46
4322,77138.87
2355,29155.3
4002,18852.75
806,10076.76
1588,29229.26
3334,81805.29
773,64513.49
2608,77690.93
2394,68010.51
4086,24727.05
2441,3857.28
786,2877.63
1656,72861.78
4855,11066.01
3820,65599.5
4737,2964.14
3337,70489.28
4008,13445.75
2308,96734.75
2682,5174.28
2913,3330.42
4071,7891.67
2217,58426.82
3321,77627.48
2530,71363.22
1083,17825.69
3544,72591.39
244,32954.4
3159,51985.53
647,34124.55
2306,74198.51
2229,46099.53
3732,60818.32
1023,89840.7
530,78726.26
988,94359.09
4768,3151.11
2930,20295.83
1004,94424.49
960,5177.13
214,3920.19
2183,84928.64
194,68461.03
3170,97823.15
4546,40909.61
4474,4618.44
2465,53277.53
4161,71403.6
4042,39189.58
1083,18724.61
2147,14026.04
916,14891.27
4687,97751.28
1765,58945.18
3635,22317.28
1412,51290.11
696,26887.05
1349,40514.54
4425,65871.74
971,1186.26
3387,61953.26
3195,82621.46
4804,85079.05
2787,39298.05
794,71802.51
2174,96115.98
4618,24879.86
3181,71090.23
3609,1062.78
2713,10484.08
3171,68823.06
4911,35435.53
4832,33641.14
319,24593.49
3059,91392.78
1132,93764.23
701,30296.55
3485,61584.48
2361,57116.48
470,38157.7
323,66618.56
3933,71545.29
1049,72991.88
1167,10532.76
2101,92402.42
2722,1284.18
4549,19721.13
1653,43108.78
4902,87294.75
4719,66750.25
4919,29219.79
2556,98950.59
1291,86507.35
3811,3465.75
2434,35581.49
3317,8640.83
1312,14856.32
3067,78543.97
219,15030.45
3986,72015.97
2912,88339.49
3192,66005.65
1145,40036.53
4631,31545.18
617,6035.11
131,95511.43
2787,33184.16
1570,58661.96
3347,55357.8
3105,46253.85
3617,14275.13
888,82341.79
356,34418.67
2731,53877.56
1538,7365.66
203,3041.53
1702,82656.92
2789,79092.17
1732,40982.81
3792,55258.57
3766,44855.11
4395,85530.51
2656,94419.43
705,21014.37
778,48501.24
1042,68301.88
2852,5405.17
2791,85117.17
2415,12765.73
3215,84593.85
892,49110.89
1121,4935.94
982,60725.6
757,41233.5
4548,1390.93
1016,17683.91
2468,8362.62
3792,72763.81
1932,3736.24
2582,42238.73
4349,52267.84
3758,5113.79
3310,34934.19
4469,49257.51
4308,8970.24
1627,50812.51
412,13020.06
882,61465.93
1336,22549.29
2120,78346.83
4270,36811.7
4559,10047.24
3321,93479.67
2082,71849.82
2171,79795.74
3244,9761.7
4151,48338.99
841,88293.66
3687,93787.93
2223,78420.02
2768,78171.94
1741,53695.53
4342,6787.92
3350,80733.06
4604,21132.54
3513,71136.03
2357,64773.69
610,4822.26
4360,66357.51
3993,47337.92
512,89106.85
2025,47377.15
1121,75776.46
1181,26133.36
1366,11151.2
3926,91806.19
2175,90025.68
4755,9237.53
1215,77296.85
2601,90187.68
2317,43547.15
3820,4886.48
2362,52110.68
4885,43929.55
2911,78655.22
45,75725.59
3677,74717.12
1123,71716.94
1364,92253.17
3534,69988.15
12,77791.26
1899,29138.13
4839,10956.8
4934,11736.33
4540,61305.77
778,55283.85
3707,51646.58
2027,74006.62
1971,67923.62
3061,96144.94
1467,55212.24
4457,9390.85
3393,51619.87
4626,33371.97
4762,7005.29
4701,12181.42
4778,60190.86
1622,84062.18
3014,91634.39
345,50233.57
100,84300.54
1829,44007.54
1487,56559.46
2997,73703.55
2844,89590.46
3597,28255.24
4570,69022.48
460,16452.21
816,80645.46
3099,17974.98
1749,33412.62
3925,73678.9
3403,58858.9
1763,78315.47
2847,25422.34
3294,47561.17
3175,55497.58
1361,89869.53
1335,14075.2
1868,7815.71
428,42926.51
3864,42369.17
1357,45451.39
4659,96067.89
4531,87930.1
4573,57404.93
3196,94720
369,79571.74
2316,31828.55
3501,59270.04
1793,72999.75
4291,70969.9
4624,44746.19
1355,45159.42
2795,72922.76
1991,90219.74
1286,57519.03
4185,12802.96
4834,11705.8
2733,2372.94
3001,96025.15
1904,90143.05
3370,14139.73
2827,9863.05
1152,86006.73
589,60404.74
3418,83348.84
2859,93334
1933,71683.55
4279,5704.54
3804,81418.97
3508,98950.2
2038,48752.87
4562,91848.48
697,98788.1
431,8057.49
3940,47363.81
4260,78197.68
3260,55072.56
3055,41150.93
4993,4558.05
3422,53010.51
1959,65229.09
3960,38030.41
179,76267.3
3995,57445.71
912,34345.66
2134,63493.37
245,69203.64
1747,95631.27
2694,44427.36
71,84759.91
3989,82054.47
640,46327.11
105,91646.11
1800,17374.77
888,54940.78
4081,43366.4
2849,41583.42
3261,36590.98
4148,79530.63
610,53250.69
4104,23842.41
846,53720.43
2241,11812.54
2541,95699.32
903,14641.54
3808,47867.53
1215,67262.49
2911,31476.08
922,53638.22
4377,77942.4
202,68342.76
2323,18885.73
4849,36139.45
991,46945.98
19,12876.1
2630,91185.11
3510,61868.07
4647,92846.49
2938,65521.18
3500,45401.37
1708,99620.11
3086,86812.1
4879,52915.67
293,59702.89
4988,94869.52
4722,77869.67
3809,66212.35
2163,83386.09
4680,60727.63
1548,49921.82
4655,57611.41
1838,38285.85
4168,73727.09
2333,76549.65
624,1058.97
1251,80204.45
3166,29683.55
3852,39569.69
